attack,defense1,defense2,multiplier
Poison,Psychic,Flying,1.0
Ground,Psychic,Flying,0.0
Flying,Psychic,Flying,1.0
Psychic,Psychic,Flying,0.5
Bug,Psychic,Flying,1.0
Rock,Psychic,Flying,2.0
Ghost,Psychic,Flying,2.0
Dragon,Psychic,Flying,1.0
Dark,Psychic,Flying,2.0
Steel,Psychic,Flying,1.0
Fairy,Psychic,Flying,1.0
Normal,Psychic,Bug,1.0
Fire,Psychic,Bug,2.0
Water,Psychic,Bug,1.0
Electric,Psychic,Bug,1.0
Grass,Psychic,Bug,0.5
Ice,Psychic,Bug,1.0
Fighting,Psychic,Bug,0.25
Poison,Psychic,Bug,1.0
Ground,Psychic,Bug,0.5
Flying,Psychic,Bug,2.0
Psychic,Psychic,Bug,0.5
Bug,Psychic,Bug,2.0
Rock,Psychic,Bug,2.0
Ghost,Psychic,Bug,2.0
Dragon,Psychic,Bug,1.0
Dark,Psychic,Bug,2.0
Steel,Psychic,Bug,1.0
Fairy,Psychic,Bug,1.0
Normal,Psychic,Rock,0.5
Fire,Psychic,Rock,0.5
Water,Psychic,Rock,2.0
Electric,Psychic,Rock,1.0
Grass,Psychic,Rock,2.0
Ice,Psychic,Rock,1.0
Fighting,Psychic,Rock,1.0
Poison,Psychic,Rock,0.5
Ground,Psychic,Rock,2.0
Flying,Psychic,Rock,0.5
Psychic,Psychic,Rock,0.5
Bug,Psychic,Rock,2.0
Rock,Psychic,Rock,1.0
Ghost,Psychic,Rock,2.0
Dragon,Psychic,Rock,1.0
Dark,Psychic,Rock,2.0
Steel,Psychic,Rock,2.0
Fairy,Psychic,Rock,1.0
Normal,Psychic,Ghost,0.0
Fire,Psychic,Ghost,1.0
Water,Psychic,Ghost,1.0
Electric,Psychic,Ghost,1.0
Grass,Psychic,Ghost,1.0
Ice,Psychic,Ghost,1.0
Fighting,Psychic,Ghost,0.0
Poison,Psychic,Ghost,0.5
Ground,Psychic,Ghost,1.0
Flying,Psychic,Ghost,1.0
Psychic,Psychic,Ghost,0.5
Bug,Psychic,Ghost,1.0
Rock,Psychic,Ghost,1.0
Ghost,Psychic,Ghost,4.0
Dragon,Psychic,Ghost,1.0
Dark,Psychic,Ghost,4.0
Steel,Psychic,Ghost,1.0
Fairy,Psychic,Ghost,1.0
Normal,Psychic,Dragon,1.0
Fire,Psychic,Dragon,0.5
Water,Psychic,Dragon,0.5
Electric,Psychic,Dragon,0.5
Grass,Psychic,Dragon,0.5
Ice,Psychic,Dragon,2.0
Fighting,Psychic,Dragon,0.5
Poison,Psychic,Dragon,1.0
Ground,Psychic,Dragon,1.0
Flying,Psychic,Dragon,1.0
Psychic,Psychic,Dragon,0.5
Bug,Psychic,Dragon,2.0
Rock,Psychic,Dragon,1.0
Ghost,Psychic,Dragon,2.0
Dragon,Psychic,Dragon,2.0
Dark,Psychic,Dragon,2.0
Steel,Psychic,Dragon,1.0
Fairy,Psychic,Dragon,2.0
Normal,Psychic,Dark,1.0
Fire,Psychic,Dark,1.0
Water,Psychic,Dark,1.0
Electric,Psychic,Dark,1.0
Grass,Psychic,Dark,1.0
Ice,Psychic,Dark,1.0
Fighting,Psychic,Dark,1.0
Poison,Psychic,Dark,1.0
Ground,Psychic,Dark,1.0
Flying,Psychic,Dark,1.0
Psychic,Psychic,Dark,0.0
Bug,Psychic,Dark,4.0
Rock,Psychic,Dark,1.0
Ghost,Psychic,Dark,1.0
Dragon,Psychic,Dark,1.0
Dark,Psychic,Dark,1.0
Steel,Psychic,Dark,1.0
Fairy,Psychic,Dark,2.0
Normal,Psychic,Steel,0.5
Fire,Psychic,Steel,2.0
Water,Psychic,Steel,1.0
Electric,Psychic,Steel,1.0
Grass,Psychic,Steel,0.5
Ice,Psychic,Steel,0.5
Fighting,Psychic,Steel,1.0
Poison,Psychic,Steel,0.0
Ground,Psychic,Steel,2.0
Flying,Psychic,Steel,0.5
Psychic,Psychic,Steel,0.25
Bug,Psychic,Steel,1.0
Rock,Psychic,Steel,0.5
Ghost,Psychic,Steel,2.0
Dragon,Psychic,Steel,0.5
Dark,Psychic,Steel,2.0
Steel,Psychic,Steel,0.5
Fairy,Psychic,Steel,0.5
Normal,Psychic,Fairy,1.0
Fire,Psychic,Fairy,1.0
Water,Psychic,Fairy,1.0
Electric,Psychic,Fairy,1.0
Grass,Psychic,Fairy,1.0
Ice,Psychic,Fairy,1.0
Fighting,Psychic,Fairy,0.25
Poison,Psychic,Fairy,2.0
Ground,Psychic,Fairy,1.0
Flying,Psychic,Fairy,1.0
Psychic,Psychic,Fairy,0.5
Bug,Psychic,Fairy,1.0
Rock,Psychic,Fairy,1.0
Ghost,Psychic,Fairy,2.0
Dragon,Psychic,Fairy,0.0
Dark,Psychic,Fairy,1.0
Steel,Psychic,Fairy,2.0
Fairy,Psychic,Fairy,1.0
Normal,Bug,,1.0
Fire,Bug,,2.0
Water,Bug,,1.0
Electric,Bug,,1.0
Grass,Bug,,0.5
Ice,Bug,,1.0
Fighting,Bug,,0.5
Poison,Bug,,1.0
Ground,Bug,,0.5
Flying,Bug,,2.0
Psychic,Bug,,1.0
Bug,Bug,,1.0
Rock,Bug,,2.0
Ghost,Bug,,1.0
Dragon,Bug,,1.0
Dark,Bug,,1.0
Steel,Bug,,1.0
Fairy,Bug,,1.0
Normal,Bug,Normal,1.0
Fire,Bug,Normal,2.0
Water,Bug,Normal,1.0
Electric,Bug,Normal,1.0
Grass,Bug,Normal,0.5
Ice,Bug,Normal,1.0
Fighting,Bug,Normal,1.0
Poison,Bug,Normal,1.0
Ground,Bug,Normal,0.5
Flying,Bug,Normal,2.0
Psychic,Bug,Normal,1.0
Bug,Bug,Normal,1.0
Rock,Bug,Normal,2.0
Ghost,Bug,Normal,0.0
Dragon,Bug,Normal,1.0
Dark,Bug,Normal,1.0
Steel,Bug,Normal,1.0
Fairy,Bug,Normal,1.0
Normal,Bug,Fire,1.0
Fire,Bug,Fire,1.0
Water,Bug,Fire,2.0
Electric,Bug,Fire,1.0
Grass,Bug,Fire,0.25
Ice,Bug,Fire,0.5
Fighting,Bug,Fire,0.5
Poison,Bug,Fire,1.0
Ground,Bug,Fire,1.0
Flying,Bug,Fire,2.0
Psychic,Bug,Fire,1.0
Bug,Bug,Fire,0.5
Rock,Bug,Fire,4.0
Ghost,Bug,Fire,1.0
Dragon,Bug,Fire,1.0
Dark,Bug,Fire,1.0
Steel,Bug,Fire,0.5
Fairy,Bug,Fire,0.5
Normal,Bug,Water,1.0
Fire,Bug,Water,1.0
Water,Bug,Water,0.5
Electric,Bug,Water,2.0
Grass,Bug,Water,1.0
Ice,Bug,Water,0.5
Fighting,Bug,Water,0.5
Poison,Bug,Water,1.0
Ground,Bug,Water,0.5
Flying,Bug,Water,2.0
Psychic,Bug,Water,1.0
Bug,Bug,Water,1.0
Rock,Bug,Water,2.0
Ghost,Bug,Water,1.0
Dragon,Bug,Water,1.0
Dark,Bug,Water,1.0
Steel,Bug,Water,0.5
Fairy,Bug,Water,1.0
Normal,Bug,Electric,1.0
Fire,Bug,Electric,2.0
Water,Bug,Electric,1.0
Electric,Bug,Electric,0.5
Grass,Bug,Electric,0.5
Ice,Bug,Electric,1.0
Fighting,Bug,Electric,0.5
Poison,Bug,Electric,1.0
Ground,Bug,Electric,1.0
Flying,Bug,Electric,1.0
Psychic,Bug,Electric,1.0
Bug,Bug,Electric,1.0
Rock,Bug,Electric,2.0
Ghost,Bug,Electric,1.0
Dragon,Bug,Electric,1.0
Dark,Bug,Electric,1.0
Steel,Bug,Electric,0.5
Fairy,Bug,Electric,1.0
Normal,Bug,Grass,1.0
Fire,Bug,Grass,4.0
Water,Bug,Grass,0.5
Electric,Bug,Grass,0.5
Grass,Bug,Grass,0.25
Ice,Bug,Grass,2.0
Fighting,Bug,Grass,0.5
Poison,Bug,Grass,2.0
Ground,Bug,Grass,0.25
Flying,Bug,Grass,4.0
Psychic,Bug,Grass,1.0
Bug,Bug,Grass,2.0
Rock,Bug,Grass,2.0
Ghost,Bug,Grass,1.0
Dragon,Bug,Grass,1.0
Dark,Bug,Grass,1.0
Steel,Bug,Grass,1.0
Fairy,Bug,Grass,1.0
Normal,Bug,Ice,1.0
Fire,Bug,Ice,4.0
Water,Bug,Ice,1.0
Electric,Bug,Ice,1.0
Grass,Bug,Ice,0.5
Ice,Bug,Ice,0.5
Fighting,Bug,Ice,1.0
Poison,Bug,Ice,1.0
Ground,Bug,Ice,0.5
Flying,Bug,Ice,2.0
Psychic,Bug,Ice,1.0
Bug,Bug,Ice,1.0
Rock,Bug,Ice,4.0
Ghost,Bug,Ice,1.0
Dragon,Bug,Ice,1.0
Dark,Bug,Ice,1.0
Steel,Bug,Ice,2.0
Fairy,Bug,Ice,1.0
Normal,Bug,Fighting,1.0
Fire,Bug,Fighting,2.0
Water,Bug,Fighting,1.0
Electric,Bug,Fighting,1.0
Grass,Bug,Fighting,0.5
Ice,Bug,Fighting,1.0
Fighting,Bug,Fighting,0.5
Poison,Bug,Fighting,1.0
Ground,Bug,Fighting,0.5
Flying,Bug,Fighting,4.0
Psychic,Bug,Fighting,2.0
Bug,Bug,Fighting,0.5
Rock,Bug,Fighting,1.0
Ghost,Bug,Fighting,1.0
Dragon,Bug,Fighting,1.0
Dark,Bug,Fighting,0.5
Steel,Bug,Fighting,1.0
Fairy,Bug,Fighting,2.0
Normal,Bug,Poison,1.0
Fire,Bug,Poison,2.0
Water,Bug,Poison,1.0
Electric,Bug,Poison,1.0
Grass,Bug,Poison,0.25
Ice,Bug,Poison,1.0
Fighting,Bug,Poison,0.25
Poison,Bug,Poison,0.5
Ground,Bug,Poison,1.0
Flying,Bug,Poison,2.0
Psychic,Bug,Poison,2.0
Bug,Bug,Poison,0.5
Rock,Bug,Poison,2.0
Ghost,Bug,Poison,1.0
Dragon,Bug,Poison,1.0
Dark,Bug,Poison,1.0
Steel,Bug,Poison,1.0
Fairy,Bug,Poison,0.5
Normal,Bug,Ground,1.0
Fire,Bug,Ground,2.0
Water,Bug,Ground,2.0
Electric,Bug,Ground,0.0
Grass,Bug,Ground,1.0
Ice,Bug,Ground,2.0
Fighting,Bug,Ground,0.5
Poison,Bug,Ground,0.5
Ground,Bug,Ground,0.5
Flying,Bug,Ground,2.0
Psychic,Bug,Ground,1.0
Bug,Bug,Ground,1.0
Rock,Bug,Ground,1.0
Ghost,Bug,Ground,1.0
Dragon,Bug,Ground,1.0
Dark,Bug,Ground,1.0
Steel,Bug,Ground,1.0
Fairy,Bug,Ground,1.0
Normal,Bug,Flying,1.0
Fire,Bug,Flying,2.0
Water,Bug,Flying,1.0
Electric,Bug,Flying,2.0
Grass,Bug,Flying,0.25
Ice,Bug,Flying,2.0
Fighting,Bug,Flying,0.25
Poison,Bug,Flying,1.0
Ground,Bug,Flying,0.0
Flying,Bug,Flying,2.0
Psychic,Bug,Flying,1.0
Bug,Bug,Flying,0.5
Rock,Bug,Flying,4.0
Ghost,Bug,Flying,1.0
Dragon,Bug,Flying,1.0
Dark,Bug,Flying,1.0
Steel,Bug,Flying,1.0
Fairy,Bug,Flying,1.0
Normal,Bug,Psychic,1.0
Fire,Bug,Psychic,2.0
Water,Bug,Psychic,1.0
Electric,Bug,Psychic,1.0
Grass,Bug,Psychic,0.5
Ice,Bug,Psychic,1.0
Fighting,Bug,Psychic,0.25
Poison,Bug,Psychic,1.0
Ground,Bug,Psychic,0.5
Flying,Bug,Psychic,2.0
Psychic,Bug,Psychic,0.5
Bug,Bug,Psychic,2.0
Rock,Bug,Psychic,2.0
Ghost,Bug,Psychic,2.0
Dragon,Bug,Psychic,1.0
Dark,Bug,Psychic,2.0
Steel,Bug,Psychic,1.0
Fairy,Bug,Psychic,1.0
Normal,Bug,Rock,0.5
Fire,Bug,Rock,1.0
Water,Bug,Rock,2.0
Electric,Bug,Rock,1.0
Grass,Bug,Rock,1.0
Ice,Bug,Rock,1.0
Fighting,Bug,Rock,1.0
Poison,Bug,Rock,0.5
Ground,Bug,Rock,1.0
Flying,Bug,Rock,1.0
Psychic,Bug,Rock,1.0
Bug,Bug,Rock,1.0
Rock,Bug,Rock,2.0
Ghost,Bug,Rock,1.0
Dragon,Bug,Rock,1.0
Dark,Bug,Rock,1.0
Steel,Bug,Rock,2.0
Fairy,Bug,Rock,1.0
Normal,Bug,Ghost,0.0
Fire,Bug,Ghost,2.0
Water,Bug,Ghost,1.0
Electric,Bug,Ghost,1.0
Grass,Bug,Ghost,0.5
Ice,Bug,Ghost,1.0
Fighting,Bug,Ghost,0.0
Poison,Bug,Ghost,0.5
Ground,Bug,Ghost,0.5
Flying,Bug,Ghost,2.0
Psychic,Bug,Ghost,1.0
Bug,Bug,Ghost,0.5
Rock,Bug,Ghost,2.0
Ghost,Bug,Ghost,2.0
Dragon,Bug,Ghost,1.0
Dark,Bug,Ghost,2.0
Steel,Bug,Ghost,1.0
Fairy,Bug,Ghost,1.0
Normal,Bug,Dragon,1.0
Fire,Bug,Dragon,1.0
Water,Bug,Dragon,0.5
Electric,Bug,Dragon,0.5
Grass,Bug,Dragon,0.25
Ice,Bug,Dragon,2.0
Fighting,Bug,Dragon,0.5
Poison,Bug,Dragon,1.0
Ground,Bug,Dragon,0.5
Flying,Bug,Dragon,2.0
Psychic,Bug,Dragon,1.0
Bug,Bug,Dragon,1.0
Rock,Bug,Dragon,2.0
Ghost,Bug,Dragon,1.0
Dragon,Bug,Dragon,2.0
Dark,Bug,Dragon,1.0
Steel,Bug,Dragon,1.0
Fairy,Bug,Dragon,2.0
Normal,Bug,Dark,1.0
Fire,Bug,Dark,2.0
Water,Bug,Dark,1.0
Electric,Bug,Dark,1.0
Grass,Bug,Dark,0.5
Ice,Bug,Dark,1.0
Fighting,Bug,Dark,1.0
Poison,Bug,Dark,1.0
Ground,Bug,Dark,0.5
Flying,Bug,Dark,2.0
Psychic,Bug,Dark,0.0
Bug,Bug,Dark,2.0
Rock,Bug,Dark,2.0
Ghost,Bug,Dark,0.5
Dragon,Bug,Dark,1.0
Dark,Bug,Dark,0.5
Steel,Bug,Dark,1.0
Fairy,Bug,Dark,2.0
Normal,Bug,Steel,0.5
Fire,Bug,Steel,4.0
Water,Bug,Steel,1.0
Electric,Bug,Steel,1.0
Grass,Bug,Steel,0.25
Ice,Bug,Steel,0.5
Fighting,Bug,Steel,1.0
Poison,Bug,Steel,0.0
Ground,Bug,Steel,1.0
Flying,Bug,Steel,1.0
Psychic,Bug,Steel,0.5
Bug,Bug,Steel,0.5
Rock,Bug,Steel,1.0
Ghost,Bug,Steel,1.0
Dragon,Bug,Steel,0.5
Dark,Bug,Steel,1.0
Steel,Bug,Steel,0.5
Fairy,Bug,Steel,0.5
Normal,Bug,Fairy,1.0
Fire,Bug,Fairy,2.0
Water,Bug,Fairy,1.0
Electric,Bug,Fairy,1.0
Grass,Bug,Fairy,0.5
Ice,Bug,Fairy,1.0
Fighting,Bug,Fairy,0.25
Poison,Bug,Fairy,2.0
Ground,Bug,Fairy,0.5
Flying,Bug,Fairy,2.0
Psychic,Bug,Fairy,1.0
Bug,Bug,Fairy,0.5
Rock,Bug,Fairy,2.0
Ghost,Bug,Fairy,1.0
Dragon,Bug,Fairy,0.0
Dark,Bug,Fairy,0.5
Steel,Bug,Fairy,2.0
Fairy,Bug,Fairy,1.0
Normal,Rock,,0.5
Fire,Rock,,0.5
Water,Rock,,2.0
Electric,Rock,,1.0
Grass,Rock,,2.0
Ice,Rock,,1.0
Fighting,Rock,,2.0
Poison,Rock,,0.5
Ground,Rock,,2.0
Flying,Rock,,0.5
Psychic,Rock,,1.0
Bug,Rock,,1.0
Rock,Rock,,1.0
Ghost,Rock,,1.0
Dragon,Rock,,1.0
Dark,Rock,,1.0
Steel,Rock,,2.0
Fairy,Rock,,1.0
Normal,Rock,Normal,0.5
Fire,Rock,Normal,0.5
Water,Rock,Normal,2.0
Electric,Rock,Normal,1.0
Grass,Rock,Normal,2.0
Ice,Rock,Normal,1.0
Fighting,Rock,Normal,4.0
Poison,Rock,Normal,0.5
Ground,Rock,Normal,2.0
Flying,Rock,Normal,0.5
Psychic,Rock,Normal,1.0
Bug,Rock,Normal,1.0
Rock,Rock,Normal,1.0
Ghost,Rock,Normal,0.0
Dragon,Rock,Normal,1.0
Dark,Rock,Normal,1.0
Steel,Rock,Normal,2.0
Fairy,Rock,Normal,1.0
Normal,Rock,Fire,0.5
Fire,Rock,Fire,0.25
Water,Rock,Fire,4.0
Electric,Rock,Fire,1.0
Grass,Rock,Fire,1.0
Ice,Rock,Fire,0.5
Fighting,Rock,Fire,2.0
Poison,Rock,Fire,0.5
Ground,Rock,Fire,4.0
Flying,Rock,Fire,0.5
Psychic,Rock,Fire,1.0
Bug,Rock,Fire,0.5
Rock,Rock,Fire,2.0
Ghost,Rock,Fire,1.0
Dragon,Rock,Fire,1.0
Dark,Rock,Fire,1.0
Steel,Rock,Fire,1.0
Fairy,Rock,Fire,0.5
Normal,Rock,Water,0.5
Fire,Rock,Water,0.25
Water,Rock,Water,1.0
Electric,Rock,Water,2.0
Grass,Rock,Water,4.0
Ice,Rock,Water,0.5
Fighting,Rock,Water,2.0
Poison,Rock,Water,0.5
Ground,Rock,Water,2.0
Flying,Rock,Water,0.5
Psychic,Rock,Water,1.0
Bug,Rock,Water,1.0
Rock,Rock,Water,1.0
Ghost,Rock,Water,1.0
Dragon,Rock,Water,1.0
Dark,Rock,Water,1.0
Steel,Rock,Water,1.0
Fairy,Rock,Water,1.0
Normal,Rock,Electric,0.5
Fire,Rock,Electric,0.5
Water,Rock,Electric,2.0
Electric,Rock,Electric,0.5
Grass,Rock,Electric,2.0
Ice,Rock,Electric,1.0
Fighting,Rock,Electric,2.0
Poison,Rock,Electric,0.5
Ground,Rock,Electric,4.0
Flying,Rock,Electric,0.25
Psychic,Rock,Electric,1.0
Bug,Rock,Electric,1.0
Rock,Rock,Electric,1.0
Ghost,Rock,Electric,1.0
Dragon,Rock,Electric,1.0
Dark,Rock,Electric,1.0
Steel,Rock,Electric,1.0
Fairy,Rock,Electric,1.0
Normal,Rock,Grass,0.5
Fire,Rock,Grass,1.0
Water,Rock,Grass,1.0
Electric,Rock,Grass,0.5
Grass,Rock,Grass,1.0
Ice,Rock,Grass,2.0
Fighting,Rock,Grass,2.0
Poison,Rock,Grass,1.0
Ground,Rock,Grass,1.0
Flying,Rock,Grass,1.0
Psychic,Rock,Grass,1.0
Bug,Rock,Grass,2.0
Rock,Rock,Grass,1.0
Ghost,Rock,Grass,1.0
Dragon,Rock,Grass,1.0
Dark,Rock,Grass,1.0
Steel,Rock,Grass,2.0
Fairy,Rock,Grass,1.0
Normal,Rock,Ice,0.5
Fire,Rock,Ice,1.0
Water,Rock,Ice,2.0
Electric,Rock,Ice,1.0
Grass,Rock,Ice,2.0
Ice,Rock,Ice,0.5
Fighting,Rock,Ice,4.0
Poison,Rock,Ice,0.5
Ground,Rock,Ice,2.0
Flying,Rock,Ice,0.5
Psychic,Rock,Ice,1.0
Bug,Rock,Ice,1.0
Rock,Rock,Ice,2.0
Ghost,Rock,Ice,1.0
Dragon,Rock,Ice,1.0
Dark,Rock,Ice,1.0
Steel,Rock,Ice,4.0
Fairy,Rock,Ice,1.0
Normal,Rock,Fighting,0.5
Fire,Rock,Fighting,0.5
Water,Rock,Fighting,2.0
Electric,Rock,Fighting,1.0
Grass,Rock,Fighting,2.0
Ice,Rock,Fighting,1.0
Fighting,Rock,Fighting,2.0
Poison,Rock,Fighting,0.5
Ground,Rock,Fighting,2.0
Flying,Rock,Fighting,1.0
Psychic,Rock,Fighting,2.0
Bug,Rock,Fighting,0.5
Rock,Rock,Fighting,0.5
Ghost,Rock,Fighting,1.0
Dragon,Rock,Fighting,1.0
Dark,Rock,Fighting,0.5
Steel,Rock,Fighting,2.0
Fairy,Rock,Fighting,2.0
Normal,Rock,Poison,0.5
Fire,Rock,Poison,0.5
Water,Rock,Poison,2.0
Electric,Rock,Poison,1.0
Grass,Rock,Poison,1.0
Ice,Rock,Poison,1.0
Fighting,Rock,Poison,1.0
Poison,Rock,Poison,0.25
Ground,Rock,Poison,4.0
Flying,Rock,Poison,0.5
Psychic,Rock,Poison,2.0
Bug,Rock,Poison,0.5
Rock,Rock,Poison,1.0
Ghost,Rock,Poison,1.0
Dragon,Rock,Poison,1.0
Dark,Rock,Poison,1.0
Steel,Rock,Poison,2.0
Fairy,Rock,Poison,0.5
Normal,Rock,Ground,0.5
Fire,Rock,Ground,0.5
Water,Rock,Ground,4.0
Electric,Rock,Ground,0.0
Grass,Rock,Ground,4.0
Ice,Rock,Ground,2.0
Fighting,Rock,Ground,2.0
Poison,Rock,Ground,0.25
Ground,Rock,Ground,2.0
Flying,Rock,Ground,0.5
Psychic,Rock,Ground,1.0
Bug,Rock,Ground,1.0
Rock,Rock,Ground,0.5
Ghost,Rock,Ground,1.0
Dragon,Rock,Ground,1.0
Dark,Rock,Ground,1.0
Steel,Rock,Ground,2.0
Fairy,Rock,Ground,1.0
Normal,Rock,Flying,0.5
Fire,Rock,Flying,0.5
Water,Rock,Flying,2.0
Electric,Rock,Flying,2.0
Grass,Rock,Flying,1.0
Ice,Rock,Flying,2.0
Fighting,Rock,Flying,1.0
Poison,Rock,Flying,0.5
Ground,Rock,Flying,0.0
Flying,Rock,Flying,0.5
Psychic,Rock,Flying,1.0
Bug,Rock,Flying,0.5
Rock,Rock,Flying,2.0
Ghost,Rock,Flying,1.0
Dragon,Rock,Flying,1.0
Dark,Rock,Flying,1.0
Steel,Rock,Flying,2.0
Fairy,Rock,Flying,1.0
Normal,Rock,Psychic,0.5
Fire,Rock,Psychic,0.5
Water,Rock,Psychic,2.0
Electric,Rock,Psychic,1.0
Grass,Rock,Psychic,2.0
Ice,Rock,Psychic,1.0
Fighting,Rock,Psychic,1.0
Poison,Rock,Psychic,0.5
Ground,Rock,Psychic,2.0
Flying,Rock,Psychic,0.5
Psychic,Rock,Psychic,0.5
Bug,Rock,Psychic,2.0
Rock,Rock,Psychic,1.0
Ghost,Rock,Psychic,2.0
Dragon,Rock,Psychic,1.0
Dark,Rock,Psychic,2.0
Steel,Rock,Psychic,2.0
Fairy,Rock,Psychic,1.0
Normal,Rock,Bug,0.5
Fire,Rock,Bug,1.0
Water,Rock,Bug,2.0
Electric,Rock,Bug,1.0
Grass,Rock,Bug,1.0
Ice,Rock,Bug,1.0
Fighting,Rock,Bug,1.0
Poison,Rock,Bug,0.5
Ground,Rock,Bug,1.0
Flying,Rock,Bug,1.0
Psychic,Rock,Bug,1.0
Bug,Rock,Bug,1.0
Rock,Rock,Bug,2.0
Ghost,Rock,Bug,1.0
Dragon,Rock,Bug,1.0
Dark,Rock,Bug,1.0
Steel,Rock,Bug,2.0
Fairy,Rock,Bug,1.0
Normal,Rock,Ghost,0.0
Fire,Rock,Ghost,0.5
Water,Rock,Ghost,2.0
Electric,Rock,Ghost,1.0
Grass,Rock,Ghost,2.0
Ice,Rock,Ghost,1.0
Fighting,Rock,Ghost,0.0
Poison,Rock,Ghost,0.25
Ground,Rock,Ghost,2.0
Flying,Rock,Ghost,0.5
Psychic,Rock,Ghost,1.0
Bug,Rock,Ghost,0.5
Rock,Rock,Ghost,1.0
Ghost,Rock,Ghost,2.0
Dragon,Rock,Ghost,1.0
Dark,Rock,Ghost,2.0
Steel,Rock,Ghost,2.0
Fairy,Rock,Ghost,1.0
Normal,Rock,Dragon,0.5
Fire,Rock,Dragon,0.25
Water,Rock,Dragon,1.0
Electric,Rock,Dragon,0.5
Grass,Rock,Dragon,1.0
Ice,Rock,Dragon,2.0
Fighting,Rock,Dragon,2.0
Poison,Rock,Dragon,0.5
Ground,Rock,Dragon,2.0
Flying,Rock,Dragon,0.5
Psychic,Rock,Dragon,1.0
Bug,Rock,Dragon,1.0
Rock,Rock,Dragon,1.0
Ghost,Rock,Dragon,1.0
Dragon,Rock,Dragon,2.0
Dark,Rock,Dragon,1.0
Steel,Rock,Dragon,2.0
Fairy,Rock,Dragon,2.0
Normal,Rock,Dark,0.5
Fire,Rock,Dark,0.5
Water,Rock,Dark,2.0
Electric,Rock,Dark,1.0
Grass,Rock,Dark,2.0
Ice,Rock,Dark,1.0
Fighting,Rock,Dark,4.0
Poison,Rock,Dark,0.5
Ground,Rock,Dark,2.0
Flying,Rock,Dark,0.5
Psychic,Rock,Dark,0.0
Bug,Rock,Dark,2.0
Rock,Rock,Dark,1.0
Ghost,Rock,Dark,0.5
Dragon,Rock,Dark,1.0
Dark,Rock,Dark,0.5
Steel,Rock,Dark,2.0
Fairy,Rock,Dark,2.0
Normal,Rock,Steel,0.25
Fire,Rock,Steel,1.0
Water,Rock,Steel,2.0
Electric,Rock,Steel,1.0
Grass,Rock,Steel,1.0
Ice,Rock,Steel,0.5
Fighting,Rock,Steel,4.0
Poison,Rock,Steel,0.0
Ground,Rock,Steel,4.0
Flying,Rock,Steel,0.25
Psychic,Rock,Steel,0.5
Bug,Rock,Steel,0.5
Rock,Rock,Steel,0.5
Ghost,Rock,Steel,1.0
Dragon,Rock,Steel,0.5
Dark,Rock,Steel,1.0
Steel,Rock,Steel,1.0
Fairy,Rock,Steel,0.5
Normal,Rock,Fairy,0.5
Fire,Rock,Fairy,0.5
Water,Rock,Fairy,2.0
Electric,Rock,Fairy,1.0
Grass,Rock,Fairy,2.0
Ice,Rock,Fairy,1.0
Fighting,Rock,Fairy,1.0
Poison,Rock,Fairy,1.0
Ground,Rock,Fairy,2.0
Flying,Rock,Fairy,0.5
Psychic,Rock,Fairy,1.0
Bug,Rock,Fairy,0.5
Rock,Rock,Fairy,1.0
Ghost,Rock,Fairy,1.0
Dragon,Rock,Fairy,0.0
Dark,Rock,Fairy,0.5
Steel,Rock,Fairy,4.0
Fairy,Rock,Fairy,1.0
Normal,Ghost,,0.0
Fire,Ghost,,1.0
Water,Ghost,,1.0
Electric,Ghost,,1.0
Grass,Ghost,,1.0
Ice,Ghost,,1.0
Fighting,Ghost,,0.0
Poison,Ghost,,0.5
Ground,Ghost,,1.0
Flying,Ghost,,1.0
Psychic,Ghost,,1.0
Bug,Ghost,,0.5
Rock,Ghost,,1.0
Ghost,Ghost,,2.0
Dragon,Ghost,,1.0
Dark,Ghost,,2.0
Steel,Ghost,,1.0
Fairy,Ghost,,1.0
Normal,Ghost,Normal,0.0
Fire,Ghost,Normal,1.0
Water,Ghost,Normal,1.0
Electric,Ghost,Normal,1.0
Grass,Ghost,Normal,1.0
Ice,Ghost,Normal,1.0
Fighting,Ghost,Normal,0.0
Poison,Ghost,Normal,0.5
Ground,Ghost,Normal,1.0
Flying,Ghost,Normal,1.0
Psychic,Ghost,Normal,1.0
Bug,Ghost,Normal,0.5
Rock,Ghost,Normal,1.0
Ghost,Ghost,Normal,0.0
Dragon,Ghost,Normal,1.0
Dark,Ghost,Normal,2.0
Steel,Ghost,Normal,1.0
Fairy,Ghost,Normal,1.0
Normal,Ghost,Fire,0.0
Fire,Ghost,Fire,0.5
Water,Ghost,Fire,2.0
Electric,Ghost,Fire,1.0
Grass,Ghost,Fire,0.5
Ice,Ghost,Fire,0.5
Fighting,Ghost,Fire,0.0
Poison,Ghost,Fire,0.5
Ground,Ghost,Fire,2.0
Flying,Ghost,Fire,1.0
Psychic,Ghost,Fire,1.0
Bug,Ghost,Fire,0.25
Rock,Ghost,Fire,2.0
Ghost,Ghost,Fire,2.0
Dragon,Ghost,Fire,1.0
Dark,Ghost,Fire,2.0
Steel,Ghost,Fire,0.5
Fairy,Ghost,Fire,0.5
Normal,Ghost,Water,0.0
Fire,Ghost,Water,0.5
Water,Ghost,Water,0.5
Electric,Ghost,Water,2.0
Grass,Ghost,Water,2.0
Ice,Ghost,Water,0.5
Fighting,Ghost,Water,0.0
Poison,Ghost,Water,0.5
Ground,Ghost,Water,1.0
